filename,text
001.txt,"POLICY DOCUMENT

Policy Number: POL-0000002206
Effective Date: 2024-01-01
Policy Holder: 0000002206

Coverage Details:
1. Basic Coverage
2. Extended Coverage
3. Additional Benefits

Terms and Conditions:
- Renewal Date: 2025-01-01
- Premium Amount: $500.00
- Deductible: $250.00

This policy covers liability, property damage,
and bodily injury as described herein."
001_dup0.txt,"POLICY DOCUMENT

Policy Number: POL-0000002206
Effective Date: 2024-01-01
Policy Holder: 0000002206

Coverage Details:
1. Basic Coverage
2. Extended Coverage
3. Additional Benefits

Terms and Conditions:
- Renewal Date: 2025-01-01
- Premium Amount: $500.00
- Deductible: $250.00

This policy covers liability, property damage,
and bodily injury as described herein."
001_dup1200.txt,"POLICY DOCUMENT

Policy Number: POL-0000002206
Effective Date: 2024-01-01
Policy Holder: 0000002206

Coverage Details:
1. Basic Coverage
2. Extended Coverage
3. Additional Benefits

Terms and Conditions:
- Renewal Date: 2025-01-01
- Premium Amount: $500.00
- Deductible: $250.00

This policy covers liability, property damage,
and bodily injury as described herein."
001_dup1500.txt,"POLICY DOCUMENT

Policy Number: POL-0000002206
Effective Date: 2024-01-01
Policy Holder: 0000002206

Coverage Details:
1. Basic Coverage
2. Extended Coverage
3. Additional Benefits

Terms and Conditions:
- Renewal Date: 2025-01-01
- Premium Amount: $500.00
- Deductible: $250.00

This policy covers liability, property damage,
and bodily injury as described herein."
001_dup1800.txt,"POLICY DOCUMENT

Policy Number: POL-0000002206
Effective Date: 2024-01-01
Policy Holder: 0000002206

Coverage Details:
1. Basic Coverage
2. Extended Coverage
3. Additional Benefits

Terms and Conditions:
- Renewal Date: 2025-01-01
- Premium Amount: $500.00
- Deductible: $250.00

This policy covers liability, property damage,
and bodily injury as described herein."
001_dup2100.txt,"POLICY DOCUMENT

Policy Number: POL-0000002206
Effective Date: 2024-01-01
Policy Holder: 0000002206

Coverage Details:
1. Basic Coverage
2. Extended Coverage
3. Additional Benefits

Terms and Conditions:
- Renewal Date: 2025-01-01
- Premium Amount: $500.00
- Deductible: $250.00

This policy covers liability, property damage,
and bodily injury as described herein."
001_dup300.txt,"POLICY DOCUMENT

Policy Number: POL-0000002206
Effective Date: 2024-01-01
Policy Holder: 0000002206

Coverage Details:
1. Basic Coverage
2. Extended Coverage
3. Additional Benefits

Terms and Conditions:
- Renewal Date: 2025-01-01
- Premium Amount: $500.00
- Deductible: $250.00

This policy covers liability, property damage,
and bodily injury as described herein."
001_dup600.txt,"POLICY DOCUMENT

Policy Number: POL-0000002206
Effective Date: 2024-01-01
Policy Holder: 0000002206

Coverage Details:
1. Basic Coverage
2. Extended Coverage
3. Additional Benefits

Terms and Conditions:
- Renewal Date: 2025-01-01
- Premium Amount: $500.00
- Deductible: $250.00

This policy covers liability, property damage,
and bodily injury as described herein."
001_dup900.txt,"POLICY DOCUMENT

Policy Number: POL-0000002206
Effective Date: 2024-01-01
Policy Holder: 0000002206

Coverage Details:
1. Basic Coverage
2. Extended Coverage
3. Additional Benefits

Terms and Conditions:
- Renewal Date: 2025-01-01
- Premium Amount: $500.00
- Deductible: $250.00

This policy covers liability, property damage,
and bodily injury as described herein."
002.txt,"POLICY DOCUMENT

Policy Number: POL-0000012100
Effective Date: 2024-01-01
Policy Holder: 0000012100

Coverage Details:
1. Basic Coverage
2. Extended Coverage
3. Additional Benefits

Terms and Conditions:
- Renewal Date: 2025-01-01
- Premium Amount: $500.00
- Deductible: $250.00

This policy covers liability, property damage,
and bodily injury as described herein."
